second,latency,status
0,1.4428999423980713,200
0,2.356036901473999,200
0,1.4427640438079834,200
0,1.4427602291107178,200
0,2.3513269424438477,200
0,1.4425370693206787,200
0,1.4424328804016113,200
1,1.641084909439087,200
1,1.6407248973846436,200
1,1.3494489192962646,200
1,1.349364995956421,200
1,1.3508877754211426,200
1,1.3471958637237549,200
2,1.6428840160369873,200
2,1.6423819065093994,200
2,1.6428580284118652,200
2,1.642491102218628,200
2,1.6425669193267822,200
2,1.6421430110931396,200
2,1.6417827606201172,200
3,2.7374188899993896,200
3,1.5188238620758057,200
3,1.5185039043426514,200
3,1.5183219909667969,200
3,1.5181970596313477,200
3,1.5180470943450928,200
4,1.732309103012085,200
4,3.134605884552002,200
4,1.7317519187927246,200
4,1.7319450378417969,200
4,1.7316920757293701,200
4,1.7313499450683594,200
4,1.7317540645599365,200
5,2.1323578357696533,200
5,2.135430097579956,200
5,2.1341378688812256,200
5,2.1345319747924805,200
5,2.134683847427368,200
5,2.1315479278564453,200
5,2.1342830657958984,200
5,2.1312220096588135,200
6,2.605720043182373,200
6,2.606255054473877,200
6,2.6059987545013428,200
6,2.6057238578796387,200
6,2.6046738624572754,200
6,2.605401039123535,200
6,2.604936122894287,200
7,3.827730894088745,200
7,3.8320817947387695,200
7,3.831342935562134,200
7,3.8315749168395996,200
7,3.8322250843048096,200
7,3.830211877822876,200
7,3.8312811851501465,200
8,2.829214096069336,200
8,2.828725814819336,200
8,2.8302109241485596,200
8,2.8310582637786865,200
8,2.8309741020202637,200
8,2.830850124359131,200
8,2.8308568000793457,200
9,4.137590169906616,200
9,4.14474892616272,200
9,4.547531843185425,200
9,4.138442039489746,200
9,4.547327995300293,200
9,4.140732288360596,200
9,4.141191005706787,200
9,4.144580125808716,200
10,3.1439008712768555,200
10,3.1436569690704346,200
10,3.1359028816223145,200
10,3.1358721256256104,200
10,3.1427829265594482,200
10,3.1423439979553223,200
11,5.548240900039673,200
11,5.547156095504761,200
11,5.548658847808838,200
11,5.548661947250366,200
11,5.548911094665527,200
11,5.548692226409912,200
11,5.548130989074707,200
11,5.548360824584961,200
11,5.548526048660278,200
12,4.544051885604858,200
12,4.542726993560791,200
12,4.542855262756348,200
12,4.542839050292969,200
12,4.542695045471191,200
12,4.54376220703125,200
12,4.542636156082153,200
12,4.542491912841797,200
12,4.542334794998169,200
13,4.6066319942474365,200
13,4.606419801712036,200
13,4.60642409324646,200
13,4.605465888977051,200
13,4.605211973190308,200
13,4.605230808258057,200
13,4.6045591831207275,200
14,7.080416202545166,200
14,7.087018013000488,200
14,7.078402996063232,200
14,7.078176975250244,200
14,7.080131769180298,200
14,7.080572128295898,200
14,7.079191207885742,200
15,6.078498125076294,200
15,6.076735019683838,200
15,6.076472043991089,200
15,6.077970027923584,200
15,7.506901025772095,200
15,6.078003883361816,200
15,6.077569007873535,200
15,11.345254898071289,200
15,6.082000255584717,200
16,5.077180862426758,200
