second,latency,status
0,1.9084160327911377,200
0,1.905332088470459,200
0,2.92104172706604,200
0,1.3136909008026123,200
0,1.8971829414367676,200
0,1.3134520053863525,200
0,1.9048080444335938,200
1,1.9208760261535645,200
1,1.9200870990753174,200
1,1.920050859451294,200
1,1.9203128814697266,200
1,1.9205601215362549,200
1,1.918774127960205,200
2,2.101123094558716,200
2,2.101120948791504,200
2,2.1009058952331543,200
2,2.1020517349243164,200
2,2.101015090942383,200
2,2.101707935333252,200
2,2.10141921043396,200
3,1.9949560165405273,200
3,1.9995129108428955,200
3,1.999387264251709,200
3,1.9995062351226807,200
3,1.9991371631622314,200
3,1.9990787506103516,200
4,2.110196828842163,200
4,2.1106650829315186,200
4,2.1078619956970215,200
4,2.1094017028808594,200
4,2.107450008392334,200
4,2.108333110809326,200
4,2.1087722778320312,200
5,2.2088520526885986,200
5,2.2067301273345947,200
5,2.21003794670105,200
5,2.401108980178833,200
5,2.2095580101013184,200
5,2.213886022567749,200
5,2.208742141723633,200
5,2.2086939811706543,200
6,2.542228937149048,200
6,2.5421502590179443,200
6,2.541995048522949,200
6,2.5417659282684326,200
6,2.541680097579956,200
6,2.54156494140625,200
6,2.540194034576416,200
7,2.647402048110962,200
7,2.6469569206237793,200
7,2.647400140762329,200
7,2.6473560333251953,200
7,2.6472089290618896,200
7,2.6472809314727783,200
7,2.6473281383514404,200
8,2.697460889816284,200
8,2.696579933166504,200
8,2.6965088844299316,200
8,2.6973800659179688,200
8,2.694277048110962,200
8,2.6974987983703613,200
8,2.697511911392212,200
9,3.0801398754119873,200
9,3.074824810028076,200
9,3.079200029373169,200
9,3.0790579319000244,200
9,3.0774519443511963,200
9,3.080166816711426,200
9,3.078543186187744,200
9,3.078756809234619,200
10,3.1807360649108887,200
10,3.1835198402404785,200
10,3.183090925216675,200
10,3.182637929916382,200
10,3.1833457946777344,200
10,3.1830360889434814,200
11,3.581890106201172,200
11,3.5804519653320312,200
11,3.580679178237915,200
11,3.5816800594329834,200
11,3.5814099311828613,200
11,3.581451892852783,200
11,3.58133602142334,200
11,3.580894947052002,200
11,3.5814027786254883,200
12,3.982201099395752,200
12,3.9688689708709717,200
12,3.9788742065429688,200
12,3.978562116622925,200
12,3.977839946746826,200
12,3.9774091243743896,200
12,3.97760009765625,200
12,3.977107048034668,200
12,3.977692127227783,200
13,5.129179954528809,200
13,5.128637790679932,200
13,5.129844903945923,200
13,5.129548072814941,200
13,5.129568099975586,200
13,5.125382900238037,200
13,5.129049301147461,200
14,4.123682975769043,200
14,4.121893882751465,200
14,4.121431112289429,200
14,4.1219799518585205,200
14,4.1216959953308105,200
14,4.120382070541382,200
14,4.1201441287994385,200
15,4.670784950256348,200
15,4.669197082519531,200
15,4.668795824050903,200
15,4.666731119155884,200
15,4.668503999710083,200
15,4.669320821762085,200
15,4.668457984924316,200
15,4.668378114700317,200
15,4.669371128082275,200
16,5.3690290451049805,200
16,5.368260860443115,200
16,5.367938041687012,200
16,7.446950912475586,200
16,7.446516275405884,200
16,5.367875099182129,200
16,5.36883807182312,200
17,4.363093137741089,200
17,4.362991094589233,200
17,4.361562013626099,200
17,6.4404520988464355,200
17,4.360558986663818,200
17,6.440502882003784,200
17,4.360346078872681,200
18,8.17227292060852,200
